Code_id,Block,ascii_desc,ascii_short_desc,effective_from,inactive,sex,Stype,AgeL,AgeH,Atype
95403-00,2133,Fitting and alignment of prosthetic or orthotic device by prosthetist or orthotist prior to issue of device,"Fitting & alignment prosth/orthotic dev",1/7/1998,1/7/2000,,,,,
95404-00,2133,Review and adjustment of prosthetic or orthotic device by prosthetist or orthotist following issue of device,"Review & adjustment prosth/orthotic dev",1/7/1998,1/7/2000,,,,,
95405-00,2133,Repair of device by prosthetist or orthotist following issue of device,"Repair device by prosthetist/orthotist",1/7/1998,1/7/2000,,,,,
95406-00,2134,Education regarding prosthesis or orthosis,"Education regarding prosthesis/orthosis",1/7/1998,1/7/2000,,,,,
95407-00,2135,Coding of prescribed prosthesis or orthosis at provision,"Coding prosthesis/orthosis at provision",1/7/1998,1/7/2000,,,,,
95408-00,2135,Other prosthetic and orthotic intervention,Oth prosthetic & orthotic intervention,1/7/1998,1/7/2000,,,,,
95450-00,2136,Medication history interview by pharmacist,"Medication history interview, pharmacist",1/7/1998,1/7/2000,,,,,
95451-00,2136,Medication order review by pharmacist,Medication order review by pharmacist,1/7/1998,1/7/2000,,,,,
95452-00,2136,Clinical review by pharmacist,Clinical review by pharmacist,1/7/1998,1/7/2000,,,,,
95453-00,2137,Adverse drug reaction management by pharmacist,"Adverse drug reaction mgmt, pharmacist",1/7/1998,1/7/2000,,,,,
95454-00,2137,Therapeutic drug monitoring by pharmacist,"Therapeutic drug monitoring, pharmacist",1/7/1998,1/7/2000,,,,,
95455-00,2138,Patient medication counselling by pharmacist,Pt medication counselling by pharmacist,1/7/1998,1/7/2000,,,,,
95456-00,2138,Provision of drug information by pharmacist,Provision of drug info by pharmacist,1/7/1998,1/7/2000,,,,,
95457-00,2139,Advocacy and community liaison by pharmacist,"Advocacy & community liaison, pharmacist",1/7/1998,1/7/2000,,,,,
95458-00,2139,Other patient management pharmacist intervention,Other pt management pharmacist intervtn,1/7/1998,1/7/2000,,,,,
95550-00,1916,"Allied health intervention, dietetics","Allied health intervention, dietetics",1/7/1998,,,,,,
95550-01,1916,"Allied health intervention, social work","Allied health intervention, social work",1/7/1998,,,,,,
95550-02,1916,"Allied health intervention, occupational therapy","AH intervention, occupational therapy",1/7/1998,,,,,,
95550-03,1916,"Allied health intervention, physiotherapy","Allied health intervtn, physiotherapy",1/7/1998,,,,,,
95550-04,1916,"Allied health intervention, podiatry","Allied health intervention, podiatry",1/7/1998,,,,,,
95550-05,1916,"Allied health intervention, speech pathology","Allied health intervtn, speech pathology",1/7/1998,,,,,,
95550-06,1916,"Allied health intervention, audiology","Allied health intervention, audiology",1/7/1998,,,,,,
95550-07,1916,"Allied health intervention, orthoptics","Allied health intervention, orthoptics",1/7/1998,,,,,,
95550-08,1916,"Allied health intervention, prosthetics and orthotics","AH intervtn, prosthetics & orthotics",1/7/1998,,,,,,
95550-09,1916,"Allied health intervention, pharmacy","Allied health intervention, pharmacy",1/7/1998,,,,,,
95550-10,1916,"Allied health intervention, psychology","Allied health intervention, psychology",1/7/1998,,,,,,
95550-11,1916,"Allied health intervention, other","Allied health intervention, other",1/7/1998,,,,,,
95550-12,1916,"Allied health intervention, spiritual care","Allied health intervtn, spiritual care",1/7/2002,,,,,,
95550-13,1916,"Allied health intervention, music therapy","Allied health intervtn, music therapy",1/7/2002,1/7/2010,,,,,
95550-14,1916,"Allied health intervention, diabetes education",AH intervention diabetes education,1/7/2008,,,,,,
95550-15,1916,"Allied health intervention, exercise physiologist",AH exercise physiologist,1/7/2019,,,,,,
95550-16,1916,"Allied health intervention, lactation consultant",AH lactation consultant,1/7/2019,,2,1,210,260,2
96000-00,2075,Psychological brief or screening assessment,Psychological brief or screening assess,1/7/1998,1/7/2000,,,,,
96000-01,1823,General psychological assessment,General psychological assessment,1/7/1998,1/7/2002,,,,,
96000-02,1829,Neuropsychological assessment,Neuropsychological assessment,1/7/1998,1/7/2002,,,,,
96000-03,1823,Complex psychological assessment,Complex psychological assessment,1/7/1998,1/7/2002,,,,,
96000-04,2075,Other specialist psychological assessment,Other specialist psychological assess,1/7/1998,1/7/2000,,,,,
96001-00,1873,Psychological skills training,Psychological skills training,1/7/1998,,,,,,
96002-00,2076,Psychological group therapy,Psychological group therapy,1/7/1998,1/7/2000,,,,,
96003-00,2076,Specialist psychological therapy,Specialist psychological therapy,1/7/1998,1/7/2000,,,,,
96004-00,2077,Psychological counselling,Psychological counselling,1/7/1998,1/7/2000,,,,,
96005-00,2078,"Case management, psychology","Case management, psychology",1/7/1998,1/7/2000,,,,,
96006-00,2079,"Consultancy, psychology","Consultancy, psychology",1/7/1998,1/7/2000,,,,,
96007-00,2079,Other psychology interventions,Other psychology interventions,1/7/1998,1/7/2000,,,,,
96008-00,1820,Neurological assessment,Neurological assessment,1/7/2000,,,,,,
96009-00,1820,Hearing function assessment,Hearing function assessment,1/7/2000,,,,,,
96010-00,1820,Swallowing function assessment,Swallowing function assessment,1/7/2000,,,,,,
96011-00,1820,Voice assessment,Voice assessment,1/7/2000,,,,,,
96012-00,1820,Speech assessment,Speech assessment,1/7/2000,,,,,,
96013-00,1820,Fluency assessment,Fluency assessment,1/7/2000,,,,,,
96014-00,1820,Language assessment,Language assessment,1/7/2000,,,,,,
96015-00,1820,Respiratory assessment,Respiratory assessment,1/7/2000,1/7/2002,,,,,
96016-00,1820,Cardiorespiratory assessment,Cardiorespiratory assessment,1/7/2000,1/7/2002,,,,,
96017-00,1820,Cardiovascular assessment,Cardiovascular assessment,1/7/2000,1/7/2002,,,,,
96018-00,1820,Vascular assessment,Vascular assessment,1/7/2000,,,,,,
96019-00,1820,Biomechanical assessment,Biomechanical assessment,1/7/2000,,,,,,
96020-00,1820,Skin integrity assessment,Skin integrity assessment,1/7/2000,,,,,,
96021-00,1822,"Self care/self maintenance assessment","Self care/self maintenance assessment",1/7/2000,,,,,,
96022-00,1822,Health maintenance or recovery assessment,Health maintenance or recovery assess,1/7/2000,,,,,,
96023-00,1824,Ageing assessment,Ageing assessment,1/7/2000,,,,,,
96024-00,1822,"Assessment of need for assistive or adaptive device, aid or equipment","Assess need asst/adapt dev/aid/equip",1/7/2000,,,,,,
96025-00,1822,"Review of assistive or adaptive device, aid or equipment","Review assistive/adaptive dev/aid/equip",1/7/2000,,,,,,
96026-00,1822,"Nutritional/dietary assessment","Nutritional/dietary assessment",1/7/2000,,,,,,
96027-00,1822,"Prescribed/self-selected medication assessment","Prescribed/self-selected medicatn assess",1/7/2000,,,,,,
96028-00,1822,Home management assessment,Home management assessment,1/7/2000,,,,,,
96029-00,1822,Financial management assessment,Financial management assessment,1/7/2000,,,,,,
96030-00,1822,"Situational/occupational/vocational/environmental assessment","Situational/occuptn/vocatn/envir assess",1/7/2000,,,,,,
96031-00,1822,Parenting skills assessment,Parenting skills assessment,1/7/2000,,,,,,
96032-00,1823,Psychosocial assessment,Psychosocial assessment,1/7/2000,,,,,,
96033-00,1823,Cognitive skills assessment,Cognitive skills assessment,1/7/2000,1/7/2002,,,,,
96034-00,1823,Alcohol and other drug assessment,Alcohol and other drug assessment,1/7/2000,,,,,,
96035-00,1824,Genetic assessment,Genetic assessment,1/7/2000,,,,,,
96036-00,1824,Child health examination or developmental status assessment,"Child health exam/devt status assessment",1/7/2000,1/7/2002,,,,,
96037-00,1824,"Other assessment, consultation or evaluation","Other assessment/consultation/evaluation",1/7/2000,,,,,,
96038-00,1831,Measurement of visual acuity,Measurement of visual acuity,1/7/2000,,,,,,
96039-00,1831,Contrast sensitivity test,Contrast sensitivity test,1/7/2000,,,,,,
96040-00,1832,"Manual perimetry, unilateral","Manual perimetry, unilateral",1/7/2000,,,,,,
96041-00,1832,"Manual perimetry, bilateral","Manual perimetry, bilateral",1/7/2000,,,,,,
96042-00,1833,Measurement of accommodation,Measurement of accommodation,1/7/2000,,,,,,
96043-00,1833,Measurement of refraction,Measurement of refraction,1/7/2000,,,,,,
96044-00,1835,Measurement of ocular motility and binocular function,Measure ocular motility & binocular fn,1/7/2000,,,,,,
96045-00,1837,Speech rollover test,Speech rollover test,1/7/2000,,,,,,
96046-00,1838,Staggered spondaic words [SSW] test,Staggered spondaic words [SSW] test,1/7/2000,,,,,,
96047-00,1838,Filtered speech test,Filtered speech test,1/7/2000,,,,,,
96048-00,1838,Synthetic sentence identification [SSI] test,Synthetic sentence identification test,1/7/2000,,,,,,
96049-00,1838,Fusion test,Fusion test,1/7/2000,,,,,,
96050-00,1839,Cortical evoked response audiometry,Cortical evoked response audiometry,1/7/2000,,,,,,
96051-00,1839,Steady state evoked potentials,Steady state evoked potentials,1/7/2000,,,,,,
96052-00,1841,Acoustic reflex threshold,Acoustic reflex threshold,1/7/2000,,,,,,
96053-00,1841,Acoustic reflex decay,Acoustic reflex decay,1/7/2000,,,,,,
96054-00,1841,Eustachian tube dysfunction test,Eustachian tube dysfunction test,1/7/2000,,,,,,
96055-00,1842,Short increment sensitivity index test [SISI],Short increment sensitivity index test,1/7/2000,,,,,,
96056-00,1842,Alternating binaural loudness balance test [ABLB],Alternating binaural loudness bal test,1/7/2000,,,,,,
96057-00,1842,Masking level difference test,Masking level difference test,1/7/2000,,,,,,
96058-00,1842,Tone decay test,Tone decay test,1/7/2000,,,,,,
96059-00,1842,Other psychoacoustic tests,Other psychoacoustic tests,1/7/2000,,,,,,
96060-00,1844,Click evoked otoacoustic emissions evaluation,Click evoked otoacoustic emissions evaln,1/7/2000,1/7/2002,,,,,
96061-00,1844,Distortion product otoacoustic emissions evaluation,Distortion prdct otoacous emission evaln,1/7/2000,1/7/2002,,,,,
96062-00,1844,Other otoacoustic emissions evaluation,Other otoacoustic emissions evaluation,1/7/2000,1/7/2002,,,,,
96063-00,1845,Rotating chair evaluation of vestibular function,Rotating chair evaln vestibular function,1/7/2000,,,,,,
96064-00,1845,Other vestibular function tests,Other vestibular function tests,1/7/2000,,,,,,
96065-00,1846,Tinnitus matching or masking,Tinnitus matching or masking,1/7/2000,,,,,,
96066-00,1867,Preventative counselling or education,Preventative counselling or education,1/7/2000,,,,,,
96067-00,1867,"Nutritional/dietary counselling or education","Nutritional/dietary counselling/eductn",1/7/2000,,,,,,
96068-00,1867,Counselling or education for hearing loss or aural disorder,"Counsel/eductn, hear loss/aural disorder",1/7/2000,,,,,,
96069-00,1867,Counselling or education for visual loss or ocular disorder,"Counsel/eductn, visual loss/ocular disrd",1/7/2000,,,,,,
96070-00,1867,"Counselling or education for voice, speech, fluency or language","Counsel/eductn voice/speech/fluency/lang",1/7/2000,,,,,,
96071-00,1867,"Counselling or education regarding assistive or adaptive device, aid or equipment","Counsel/eductn regard asst/adapt dev",1/7/2000,,,,,,
96072-00,1867,"Prescribed/self-selected medication counselling or education","Pscbd/self-sel medicatn counsel/eductn",1/7/2000,,,,,,
96073-00,1867,Substance addiction counselling or education,"Substance addiction counsel/education",1/7/2000,,,,,,
96074-00,1867,Gambling or betting addiction counselling or education,"Gambling/betting addictn counsel/eductn",1/7/2000,,,,,,
96075-00,1867,"Self care/self maintenance counselling or education","Self care/maintenance counsel/eductn",1/7/2000,,,,,,
96076-00,1867,Counselling or education on health maintenance or recovery activities,"Counsel/eductn hlth maintenance/recovery",1/7/2000,,,,,,
96077-00,1867,Home management counselling or education,Home management counselling or education,1/7/2000,,,,,,
96078-00,1867,Financial management counselling or education,"Financial management counselling/eductn",1/7/2000,,,,,,
96079-00,1867,"Situational/occupational/environmental counselling or education","Situational/occuptn/envir counsel/eductn",1/7/2000,,,,,,
96080-00,1867,"Counselling or education on preparing for parenthood, parenting skills or family planning","Counsel/eductn prep parenting/planning",1/7/2000,,,,,,
96081-00,1868,Relationship counselling,Relationship counselling,1/7/2000,,,,,,
96082-00,1868,"Crisis situation/event counselling","Crisis situation/event counselling",1/7/2000,,,,,,
96083-00,1868,Critical incident stress debriefing [CISD],Critical incident stress debriefing,1/7/2000,1/7/2002,,,,,
96084-00,1868,"Physical abuse/violence/assault counselling","Physical abuse/violence/assault counsel",1/7/2000,,,,,,
96085-00,1868,"Grief/bereavement counselling","Grief/bereavement counselling",1/7/2000,,,,,,
96086-00,1868,Other psychosocial counselling,Other psychosocial counselling,1/7/2000,,,,,,
96087-00,1869,"Spiritual counselling, guidance or education",Spiritual counsel guidance or eductn,1/7/2000,,,,,,
96088-00,1869,Genetic counselling or education,Genetic counselling or education,1/7/2000,,,,,,
96089-00,1869,Resource education,Resource education,1/7/2000,,,,,,
96090-00,1869,Other counselling or education,Other counselling or education,1/7/2000,,,,,,
96091-00,1870,"Manufacture of assistive or adaptive device, aid or equipment","Manufacture asst/adapt dev/aid/equip",1/7/2000,,,,,,
96092-00,1870,"Application, fitting, adjustment or replacement of other assistive or adaptive device, aid or equipment","Applicn/fit/adjust/replace oth dev/equip",1/7/2000,,,,,,
96093-00,1870,"Repair of assistive or adaptive device, aid or equipment","Repair asst/adaptive device/aid/equip",1/7/2000,,,,,,
96094-00,1870,"Removal of assistive or adaptive device, aid or equipment","R/O asst/adaptive device/aid/equip",1/7/2000,,,,,,
96095-00,1871,Therapeutic diet support,Therapeutic diet support,1/7/2000,,,,,,
96096-00,1871,Oral nutritional support,Oral nutritional support,1/7/2000,,,,,,
96097-00,1871,Enteral nutritional support,Enteral nutritional support,1/7/2000,,,,,,
96098-00,1871,Parenteral nutritional support,Parenteral nutritional support,1/7/2000,,,,,,
96099-00,1873,Psychotherapy,Psychotherapy,1/7/2000,1/7/2002,,,,,
96100-00,1873,Insight oriented therapy,Insight oriented therapy,1/7/2000,,,,,,
96101-00,1873,"Cognitive and/or behavioural therapy [CBT]","Cognitive and/or behavioural therapy",1/7/2000,,,,,,
96102-00,1873,"Family/carer-focussed therapy","Family/carer-focussed therapy",1/7/2000,,,,,,
96103-00,1873,Clinical hypnosis,Clinical hypnosis,1/7/2000,,,,,,
96104-00,1873,Music therapy,Music therapy,1/7/2000,,,,,,
96105-00,1874,"Relaxation therapy, not elsewhere classified","Relaxation therapy, NEC",1/7/2000,1/7/2002,,,,,
96106-00,1874,Resourcing intervention,Resourcing intervention,1/7/2000,1/7/2002,,,,,
96107-00,1915,Service coordination,Service coordination,1/7/2000,,,,,,
96108-00,1915,Advocacy,Advocacy,1/7/2000,,,,,,
96109-00,1874,Other psychosocial therapies,Other psychosocial therapies,1/7/2000,1/7/2002,,,,,
96109-01,1873,"Pastoral ritual/worship","Pastoral ritual/worship",1/7/2002,1/7/2017,,,,,
96110-00,1875,Skills training in activities related to learning,Skills training in act rel learning,1/7/2000,,,,,,
96111-00,1875,Skills training in activities related to memory,Skills training in act rel to memory,1/7/2000,1/7/2002,,,,,
96112-00,1875,"Skills training in activities related to sensory/sensorimotor/sensorineural function","Skills train act sensory/motor/neural fn",1/7/2000,,,,,,
96113-00,1875,"Skills training in activities related to memory, orientation, perception or attention","Skills train mem/orientn/perceptn/attn",1/7/2000,,,,,,
96114-00,1875,Skills training in activities related to executive skills,Skills train in act rel executive skill,1/7/2000,,,,,,
96115-00,1876,"Exercise therapy, facial muscles/temporomandibular joint","Exercise therapy, facial muscles/TMJ",1/7/2000,,,,,,
96116-00,1876,"Exercise therapy, ocular muscles","Exercise therapy, ocular muscles",1/7/2000,,,,,,
96117-00,1876,"Exercise therapy, oesophageal muscles","Exercise therapy, oesophageal muscles",1/7/2000,,,,,,
96118-00,1876,"Exercise therapy, shoulder joint","Exercise therapy, shoulder joint",1/7/2000,,,,,,
96119-00,1876,"Exercise therapy, chest or abdominal muscles","Exercise therapy, chest or abdo muscles",1/7/2000,,,,,,
96120-00,1876,"Exercise therapy, back or neck muscles","Exercise therapy, back or neck muscles",1/7/2000,,,,,,
